Notif.date,Notification,Notification type,Functional Loc.,Equipments,Equipment Category,Description,Description Category,Main WorkCtr,Department,System status,Priority,Maintenance Days,Equipment Age (days),Predicted Maintenance Days
2024-12-23,101149835,M2,9050-007-PT-1,PT,Instrumentation,OHCU DE PRT SEAL LEAK TO BE ATTEND,damage,MECHOHCU,Mechanical,NOPR ORAS,-,0,17,0
2024-12-23,112769679,P2,9065-21-LT-16002,LT,Miscellaneous,LT26002/2A CHECKING/CALIBRATION,general,PP-I,Miscellaneous,NOPR,1,0,17,0
2024-12-23,121947960,J3,9030-0206-SS22-SWB-6600V-SEC1,SS22,Miscellaneous,PM of 9030-0206-SS22-SWB-6600V-SEC1,general,ELAU1,Electrical,NOPR ORAS,-,4,13,2
2024-12-23,170553042,Y2,9071-060-PA-CF-301B,PA,Miscellaneous,mechanical seal cartridge refurbishment,general,MEERU,Miscellaneous,NOPR ORAS,-,0,17,0
2024-12-23,121947922,J2,9030-0601-PIPING,PIPING,Mechanical Equipment,E-14 IBD blind to be removed.,repair,MEBS6,Miscellaneous,NOPR,-,3,14,2
2024-12-23,121947989,J2,9030-0014-LC-1301,LC,Miscellaneous,14lv1301 faulty,damage,ITMSQ,IT,NOPR,1,0,17,0
2024-12-23,101149876,M2,9050-309-KM-01B,KM,Miscellaneous,309-K-01B:suc/disc vol btl OWS drain bli,general,MECHMSQ,Mechanical,OSNO,-,0,17,0
2024-12-23,121948007,J2,9030-0112,,Miscellaneous,TK-108 MTO REC. I/V TANK SIDE BLIND JOB,general,MEOMS,Mechanical,NOPR NOPT,-,1,16,0
2024-12-23,121947396,J2,9030-0751-PM-06B,PM,Miscellaneous,751-P-06B Feeder cable terminal checking,inspection,ELAU4,Electrical,OSNO,-,0,17,0
2024-12-23,121947997,J2,9030-0731-PIPING,PIPING,Mechanical Equipment,GRE steam leak to be attended as per--,damage,MEGRE,Miscellaneous,NOPT OSNO,2,3,14,2
2024-12-23,402273174,T3,2125-NBT-TRFR-T,TRFR,Miscellaneous,transformer room gate,general,MNT,Miscellaneous,NOPR ORAS,-,0,17,0
2024-12-23,121948040,J2,9035-0906-220V-BB-2,220V,Miscellaneous,906 -220V-BB-2 preventive maintenance,maintenance,ELWTPSS,Electrical,NOPR ORAS,-,1,16,19
2024-12-23,112769643,P2,9061-221-P1-412A,P1,Miscellaneous,P-412A motor PM,general,PTA-E,Miscellaneous,NOPR ORAS,-,1,16,1
2024-12-23,121948008,J2,9030-0112-PIPING,PIPING,Mechanical Equipment,MFO ROPE LPN 49  54 59 TO BE CHANGE,general,MEOMS,Mechanical,NOPR,-,1,16,1
2024-12-24,161772336,H2,9040-016-PM-001B,PM,Miscellaneous,16PM01B FLC Stencilling replacement,general,ELFOB,Electrical,OSNO,-,3,13,2
2024-12-24,101149883,M2,9050-011-V-3,V,Miscellaneous,11V3 BOOT DRAIN END BLINDING TO BE DONE,general,MECHAVU,Mechanical,NOPR,-,0,16,0
2024-12-24,161772405,H2,9040-011-P-07RC,P,Miscellaneous,11P07RC Dropwise seal leak-Plan for repl,general,MEFOB,Miscellaneous,NOPR ORAS,-,2,14,0
2024-12-24,402273883,T3,1123-BTR-PMHO-0,PMHO,Miscellaneous,1123_PUMPHOUSE,general,MEM,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,121948001,J2,9030-0112-AI-002_MS,AI,Instrumentation,KVSSPL sulphur analyzer (MS-2) faulty,damage,ITOMS,IT,OSNO,1,0,16,0
2024-12-24,112769664,P2,9061-204-LEVELGAUGE,LEVELGAUGE,Miscellaneous,Scaffolding removal at 204-P-01B,general,PX-I,Miscellaneous,NOPR,-,0,16,0
2024-12-24,101149897,M2,9050-019-PIPING,PIPING,Mechanical Equipment,19FI0458 hydraulic dechoking with HCO,general,INSTFCCU,Instrumentation,OSNO,-,0,16,0
2024-12-24,112769799,P2,9061-204-PA-RP-013A,PA,Miscellaneous,204P13A pump discharge flow issue,damage,PX-M,Miscellaneous,NOPR,-,0,16,0
2024-12-24,10000593605,E2,9800-210-27-K-951-1,27,Miscellaneous,27-K-951/I roller filter not working,general,XYLMECH,Mechanical,NOPR ORAS,4,0,16,0
2024-12-24,112769800,P2,9061-204-PA-RP-013B,PA,Miscellaneous,204P13B Suction valve bonnet leak,damage,PX-M,Miscellaneous,NOPR,-,0,16,0
2024-12-24,101149902,M2,9050-014-P-3A,P,Miscellaneous,14 P 3A SEAL POT OIL TOP UP 2B DONE,general,MECHCRU,Mechanical,NOPR ORAS,1,1,15,1
2024-12-24,10000593600,E2,9800-116-84A-P-002B,84A,Miscellaneous,84A-P-02B seal leak to rectify,"repair, damage",BSVI_MEC,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,121947933,J2,9030-2072-LT-1201,LT,Miscellaneous,72LT1201 fluctuating a lot,general,ITLAB,IT,NOPR,-,0,16,0
2024-12-24,112769814,P2,9065-21-PV-13401,PV,Miscellaneous,PV13401 gland leak arrest,damage,PP-I,Miscellaneous,NOPR ORAS,1,0,16,0
2024-12-24,112769806,P2,9065-31-K-201,K,Miscellaneous,K-201 Blower replacement,general,SWING-M,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,10000593601,E2,9800-117-81-T-001B,81,Miscellaneous,81-T-001B blinding/Manhole opening.,general,HDT_MECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,10000593783,E2,9800-117-88-P-201A,88,Miscellaneous,88-P-201A Foot Valve to be rectify.,repair,DHTOMECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,10000593786,E2,9800-115-101,101,Miscellaneous,ALL ROTATING EQUIP OIL TOPUP,general,FCCMECH,Mechanical,NOPR ORAS,1,0,16,0
2024-12-24,121948059,J2,9030-0102-HA-13B,HA,Miscellaneous,H-13 B Seal cooler CW choke to be dechok,general,MEAU1,Miscellaneous,NOPR NOPT ORAS,1,0,16,0
2024-12-24,140763951,B2,9020-602-HM-101A,HM,Miscellaneous,PDM Recommendation (H-101A),general,MEAVU2,Miscellaneous,OSNO,1,0,16,0
2024-12-24,161772417,H2,9040-058-GD-COM-UTILITY,GD,Miscellaneous,GT-3 25 mic filter skid gas detector lig,general,ITGT,IT,OSNO,-,0,16,0
2024-12-24,121948003,J2,9030-0032-PIPING,PIPING,Mechanical Equipment,Cation and anion power water line leak,damage,MECGP,Miscellaneous,NOPT OSNO,-,0,16,0
2024-12-24,121948064,J1,9030-0022-PIPING,PIPING,Mechanical Equipment,NEAR T-8 C/W MAINIFOLD HOLD PIPE TO,general,MECRU,Miscellaneous,NOPR ORAS,1,0,16,0
2024-12-24,10000593789,E3,9800-115-101-EFM-004B-01,101,Miscellaneous,efm-004b01 pm job,general,FCCMECH,Mechanical,NOPR ORAS,1,0,16,0
2024-12-24,161772445,H2,9040-026-PIPING,PIPING,Mechanical Equipment,26P09B send to W/shop takeing high Amps,general,MEDHDS,Miscellaneous,NOPR ORAS,-,2,14,1
2024-12-24,161772310,H2,9040-051-BLR-1,BLR,Miscellaneous,Boiler-1 MSSV motor to be installed and,general,ELTPS,Electrical,NOPR,-,3,13,2
2024-12-24,101149952,M2,9050-006-ACM-2A,ACM,Miscellaneous,06ACM-2A motor bearing replacement.,general,ELECHCU,Electrical,NOPR ORAS,-,1,15,1
2024-12-24,121948069,J2,9030-0204-PIPING,PIPING,Mechanical Equipment,CATION B OUTLET LINE BEND PUNCHER,general,METPS,Miscellaneous,NOPT OSNO,-,0,16,0
2024-12-24,10000593701,E2,9800-160-34,34,Miscellaneous,UPH DCS penal PV not show to be attended,general,PETINST,Instrumentation,OSNO,1,0,16,0
2024-12-24,10000593670,E2,9800-210-39-V-001,39,Miscellaneous,FG dist header strainer to clean,general,XYLMECH,Mechanical,NOPR ORAS,4,0,16,0
2024-12-24,121948045,J1,9035-0800-PA-8118A,PA,Miscellaneous,P-8118A seal leak to be attended,damage,MENBA,Miscellaneous,OSNO,1,0,16,0
2024-12-24,161772426,H2,9040-091-FS-01,FS,Miscellaneous,91FS01/B-5 drain solenoid passing TBR,general,ITOHCU,IT,OSNO,1,0,16,0
2024-12-24,121948046,J2,9030-2071-PA-07A,PA,Miscellaneous,71P7A no flow issue tobe checked,"inspection, damage",MELAB,Electrical,NOPR ORAS,-,0,16,0
2024-12-24,112769647,P2,9065-12-AI-15-1801,AI,Instrumentation,8 NO OF FAULTY GAS/FLAME DETECTORS IN AU,damage,BDEU-I,Miscellaneous,OSNO,1,0,16,0
2024-12-24,121948077,J2,9030-0005-PA-11B,PA,Miscellaneous,P-11B warm up valve wheel free,general,MEAU5,Miscellaneous,NOPR,-,2,14,1
2024-12-24,121948047,J2,9030-2071-PA-07B,PA,Miscellaneous,71p7B gland leak tobe attended,damage,MELAB,Electrical,NOPR ORAS,-,0,16,0
2024-12-24,121947972,J2,9030-1010-PIPING,PIPING,Mechanical Equipment,Lube oil drum shifting,general,MEAU5,Miscellaneous,NOPR,1,2,14,1
2024-12-24,161772212,H4,9040-031-P-113,P,Miscellaneous,MARGINAL PDM report of 31-P-113,general,MELOB,Electrical,NOPR ORAS,-,0,16,0
2024-12-24,121948048,J2,9030-0830-KA-01A,KA,Miscellaneous,OWGC 1st stage casing drain valve wheel,general,MEFCC,Miscellaneous,OSNO,-,0,16,0
2024-12-24,121948050,J2,9030-1011-V-33,V,Miscellaneous,V-33 flare by pass valve &K-07 1st stage,general,MEAU5,Miscellaneous,NOPR,1,2,14,2
2024-12-24,112769773,P2,9060-08-KA-RP-202B,KA,Miscellaneous,K-202Btripping on overload,general,CRU-E,Miscellaneous,OSNO,-,0,16,0
2024-12-24,121948070,J1,9030-0022-PIPING,PIPING,Mechanical Equipment,Purging steam line of 22F01 blinding,general,MECRU,Miscellaneous,NOPR ORAS,1,0,16,0
2024-12-24,121948026,J2,9030-0112-DCS,DCS,Control Systems,FIC7522 PROVING TO BE DONE.,general,ITOMS,IT,OSNO,1,0,16,0
2024-12-24,161772456,H2,9040-051-BLR-2,BLR,Miscellaneous,Boiler-2 ID & FD fan bearing oil flushin,general,METPS,Miscellaneous,NOPR,-,3,13,2
2024-12-24,10000593608,E2,9800-117-82-LTG,82,Miscellaneous,Temp power connection near ID stack,general,LIGT_DHT,Miscellaneous,NOPR,-,0,16,0
2024-12-24,121948053,J2,9030-2060-EA-01-M3,EA,Miscellaneous,60EA1M3 belt replacement,general,MELAB,Electrical,NOPR ORAS,-,0,16,0
2024-12-24,121948094,J2,9030-8100-CTFM-6,CTFM,Miscellaneous,AU-5 CTFM-6 Gearbox oil leakage,general,MEAU5,Miscellaneous,NOPR,-,2,14,1
2024-12-24,10000593610,E2,9800-410-03-K-002,03,Miscellaneous,Balancing check of Blr#3 ignitor air fan,inspection,WSMEC_RE,Miscellaneous,NOPR ORAS,3,0,16,0
2024-12-24,161772447,H2,9040-105-P-02B,P,Miscellaneous,105AT1601A HC ANALYSER TO BE CHK,general,ITOHCU,IT,OSNO,-,0,16,0
2024-12-24,10000593803,E2,9800-112-11-P,11,Miscellaneous,11P14A DECOUPLE TO BE DONE,general,CDU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,10000593807,E2,9800-112-11-P,11,Miscellaneous,11P16B -GLAND LEAK,damage,CDU2MECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,121948096,J2,9030-1011-KM-07B,KM,Miscellaneous,On K-07B N2 hose connection to be done,general,MEAU5,Miscellaneous,NOPR,1,2,14,2
2024-12-24,130459028,D2,9500-043-PL,PL,Miscellaneous,"NB 4”, of TK-599-600 receiving line repl",general,DISTMECH,Mechanical,NOPR,-,0,16,0
2024-12-24,112769893,P2,9065-11-AT-16-1202,AT,Miscellaneous,PWB TOC analyser TBA,general,NCU-I,Miscellaneous,OSNO,1,0,16,0
2024-12-24,112769868,P2,9065-52-UB-402,UB,Miscellaneous,UB-2 BNR-2/3/8 INSTs CONNECTION,general,CPP-I,Miscellaneous,OSNO,-,0,16,0
2024-12-24,121948091,J2,9030-0601-PA-026,PA,Miscellaneous,p26 suction and discharge blinding,general,MEBS6,Miscellaneous,NOPR,-,0,16,0
2024-12-24,140763928,B2,9020-112-PIPING,PIPING,Mechanical Equipment,TK255 INSTRUMENT JOB,general,ITGF,IT,NOPR ORAS,1,3,13,2
2024-12-24,112769728,P2,9065-21-PA-CF-2111B,PA,Miscellaneous,P2111B PDM JOB,general,PP-M,Miscellaneous,NOPR ORAS,1,2,14,1
2024-12-24,121947886,J2,9030-2063-PIPING,PIPING,Mechanical Equipment,LPFG filter to be cleaned and checked,inspection,MELAB,Electrical,NOPR ORAS,-,0,16,0
2024-12-24,10000593671,E2,9800-111-11-MP-004A,11,Miscellaneous,11P4A PM tobe done,general,REFELE,Electrical,OSNO,1,0,16,0
2024-12-24,121947887,J2,9030-2071-PIPING,PIPING,Mechanical Equipment,Define feed filter candle replacement,general,MELAB,Electrical,NOPR ORAS,-,2,14,1
2024-12-24,10000593812,E2,9800-111-11-MP-003B,11,Miscellaneous,11P3B PM to be done,general,REFELE,Electrical,OSNO,1,0,16,0
2024-12-24,101149919,M2,9050-151-HT-GEN-1-P2,HT,Miscellaneous,STG-2 PT voltage checking for SYNC,inspection,ELECTPST,Electrical,OSNO,-,0,16,0
2024-12-24,112769792,P2,9062-105-PIPING,PIPING,Mechanical Equipment,105-AT-3501 TO BE ATTENDED,general,TAME-I,Miscellaneous,OSNO,1,0,16,0
2024-12-24,112769940,P2,9060-46-PA-CF-003C,PA,Miscellaneous,46-PM-3C Motor PM,general,OFFSIT-M,IT,OSNO,-,0,16,0
2024-12-24,112769793,P2,9062-105-PIPING,PIPING,Mechanical Equipment,105-AT-5701 TO BE ATTENDED,general,TAME-I,Miscellaneous,OSNO,1,0,16,0
2024-12-24,101149948,M2,9050-019-P-15A,P,Miscellaneous,1915a DOUBLE SEAL INSTTALATION,general,MECHFCC,Mechanical,NOPR ORAS,-,1,15,1
2024-12-24,112769795,P2,9062-105-PIPING,PIPING,Mechanical Equipment,105-FT-5701 TO BE ATTENDED,general,TAME-I,Miscellaneous,OSNO,1,0,16,0
2024-12-24,161772462,H2,9040-052-DAVR-STG-04,DAVR,Miscellaneous,STG-4 control oil filter to be replaced,repair,METPS,Miscellaneous,NOPR,-,3,13,2
2024-12-24,10000593637,E2,9800-112-11-P-007B,11,Miscellaneous,11P7B -SEAL PRESSURE NOT HOLDING,general,CDU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,121948135,J2,9030-0601-EE-014,EE,Miscellaneous,E-14 M&i to be done,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948136,J2,9030-0601-EE-020,EE,Miscellaneous,e20 m&i to be done,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948137,J2,9030-0601-EE-018,EE,Miscellaneous,E-18 M&i to be done,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948138,J2,9030-0601-EE-020,EE,Miscellaneous,E20 shell and tube blinding,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948139,J2,9030-0601-EE-018,EE,Miscellaneous,E-18 shell and tube blindign,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,112769922,P2,9062-76-PIPING,PIPING,Mechanical Equipment,PSV passng & insulatn damage survey U76,general,PROCESS,Miscellaneous,OSNO,1,2,14,1
2024-12-24,121948140,J2,9030-0601-EE-014,EE,Miscellaneous,e14 shell and tube and tsp line blinding,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,112769971,P2,9065-52,,Miscellaneous,Inst control cable tracing in CPP C/R,general,CPP-I,Miscellaneous,OSNO,-,0,16,0
2024-12-24,112769943,P2,9065-91,,Miscellaneous,Fire reatardant painting Job on cable,general,CMU-E,Miscellaneous,OSNO,-,0,16,0
2024-12-24,140764019,B2,9020-112-PIPING,PIPING,Mechanical Equipment,New fire water header@North of TK161/162,general,MEOMS,Mechanical,NOPR ORAS,1,0,16,0
2024-12-24,121948141,J2,9030-0601-EE-014,EE,Miscellaneous,E-14 tube side o/l iv gland leak,damage,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948098,J2,9030-1011-PM-10A,PM,Miscellaneous,P-10A frame oil leckages,general,MEAU5,Miscellaneous,NOPR,1,2,14,2
2024-12-24,121948142,J2,9030-0601-EE-014,EE,Miscellaneous,E-14 psv d/s flange steam leak,damage,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948144,J2,9030-0601-EE-014,EE,Miscellaneous,bfw to e14 fv10401 nr d/s leak clamp,damage,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948145,J2,9030-0601-EE-014,EE,Miscellaneous,bfw to e14 fv10401 b/p iv u/s flange lea,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948146,J2,9030-0601-EE-018,EE,Miscellaneous,e18 tube side o/l line flange leak clamp,damage,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948147,J2,9030-0601-EE-018,EE,Miscellaneous,e18 shell side i/l space flange minor le,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,112769963,P2,9065-31-PA-CF-204,PA,Miscellaneous,Area 200 steam trap replacement,general,SWING-M,Miscellaneous,NOPR,-,0,16,0
2024-12-24,112769946,P2,9061-21-PA-CF-2210B,PA,Miscellaneous,P1-2210B Seal leak rectify,"repair, damage",PTA-M,Miscellaneous,NOPR ORAS,4,0,16,0
2024-12-24,112769947,P2,9061-21-PA-CF-1420B,PA,Miscellaneous,P1-1420B maintenance to do,maintenance,PTA-M,Miscellaneous,NOPR ORAS,4,2,14,1
2024-12-24,121948149,J2,9030-0601-PIPING,PIPING,Mechanical Equipment,v35 top manhole steam leak clamp,damage,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948150,J2,9030-0601-EE-014,EE,Miscellaneous,bfw to e14 fv10401 u/s flange steam leak,damage,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,121948151,J2,9030-0601-EE-018,EE,Miscellaneous,insp recom - e18 tube side o/l line pin,general,MEBS6,Miscellaneous,NOPR,-,2,14,2
2024-12-24,112769977,P2,9060-46-PM-CF-03A,PM,Miscellaneous,46-PM-CF-03c Motor PM to be Done,general,OFFSIT-E,IT,NOPR ORAS,-,0,16,0
2024-12-24,10000593776,E2,9800-115-101-X-002,101,Miscellaneous,N2 line connection for merichem c-004,general,FCCMECH,Mechanical,NOPR ORAS,1,0,16,0
2024-12-24,121948112,J2,9030-2061-LIC-1302,LIC,Instrumentation,61LI1302 to be checked,inspection,ITLAB,IT,NOPR,-,2,14,0
2024-12-24,161772525,H2,9040-100-BCPLR-MCC-2341,BCPLR,Miscellaneous,MCC-2341 BC relay ready indica blinking,general,ELTEST,Electrical,OSNO,-,0,16,0
2024-12-24,121948152,J2,9030-0601-PA-026,PA,Miscellaneous,p26 strainer cleaning,general,MEBS6,Miscellaneous,NOPR,-,0,16,0
2024-12-24,121948113,J2,9030-0601,,Miscellaneous,16th RA bill of Proline engineers,general,ELDHDT2,Electrical,NOPR ORAS,-,0,16,0
2024-12-24,161772526,H2,9040-100-BTC-SS22-CTR-01,BTC,Miscellaneous,"BC-2271 CH-1, CH fail & O/P UV alarm",general,ELTEST,Electrical,OSNO,-,0,16,0
2024-12-24,121948120,J2,9030-0820-PLC,PLC,Control Systems,PLC Power supply to be resumed,general,ITFCC,IT,NOPR ORAS,-,0,16,0
2024-12-24,10000593764,E2,9800-117-82-E-010A,82,Miscellaneous,Scaffolding erection at 82-E-10A,general,HGU_MECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,121948153,J1,9030-0410-PIPING,PIPING,Mechanical Equipment,K-2 column pre shutdown,general,MEAU3,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,112770010,P2,9065-67-FT-1301,FT,Instrumentation,FIC 1301 insulation to be removed,repair,OFFSIT-C,IT,OSNO,-,0,16,0
2024-12-24,10000593638,E4,9800-111-11-P-011B,11,Miscellaneous,CMG Recommendation 11-P-011B,general,CDU1MECH,Mechanical,NOPR ORAS,-,2,14,0
2024-12-24,10000593824,E2,9800-142-14-X,14,Miscellaneous,SM line to E-26 deblind & bolting to be,general,DCU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,140763998,B2,9020-112-PIPING,PIPING,Mechanical Equipment,service water conn to slop pumps,maintenance,MEOMS,Mechanical,NOPR ORAS,-,0,16,2
2024-12-24,101149788,M2,9050-199-TK-405,TK,Miscellaneous,TK-405 level commissioning to be done,general,INSTOS2,Instrumentation,NOPR ORAS,-,2,14,0
2024-12-24,121948168,J2,9030-1010-PIPING,PIPING,Mechanical Equipment,Provide Water hose near P-08,general,MEAU5,Miscellaneous,NOPR,1,2,14,1
2024-12-24,10000593721,E3,9800-210-59-P-001B,59,Miscellaneous,Shaft Jam found during PM,general,XYLMECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,121948043,J2,9030-0102-PIPING,PIPING,Mechanical Equipment,Au2 ATF to MTO line hose remove &blindin,general,MEAU1,Miscellaneous,NOPR ORAS,1,0,16,0
2024-12-24,140764029,B2,9020-602-T-28,T,Miscellaneous,TG to proide in CW return Line,general,ITAVU,IT,OSNO,1,0,16,0
2024-12-24,121948204,J2,9030-0731-PIPING,PIPING,Mechanical Equipment,DELUTE B/V BOXUP IN VBU SPRINKLER LINE,general,MEGRE,Miscellaneous,OSNO,1,0,16,0
2024-12-24,10000593816,E2,9800-117-98-V-001,98,Miscellaneous,98-V-01 F.W Sprinkler Nozzel 2b replaced,repair,DHTOMECH,Mechanical,NOPR ORAS,-,2,14,1
2024-12-24,121948171,J2,9030-0852-AT-1910,AT,Miscellaneous,"GD-1910,1911,104,402 not working",general,ITLPG,IT,OSNO,1,2,14,1
2024-12-24,10000593818,E2,9800-117-81-K-002B,81,Miscellaneous,"MUG-B,FFL (IInd from West) Not dripping.",general,HDT_MECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,101149983,M2,9050-004-AC-5A,AC,HVAC Systems,04CM-5A  run feed back to be checked,inspection,ELECSRU,Electrical,OSNO,-,0,16,0
2024-12-24,101149984,M2,9050-004-ACM-5C,ACM,Miscellaneous,04CM-5C is in running  condition but sh,general,ELECSRU,Electrical,OSNO,-,0,16,0
2024-12-24,121947891,J2,9030-0101-F1K1-FO-BURNER4,F1K1,Miscellaneous,F1k1 b no-4/7 oil gun to be clean,general,MEAU1,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,10000593777,E4,9800-410-14-P-221A,14,Miscellaneous,CMG Recommendation 410-14-P-221A,general,CPPMECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,10000593778,E2,9800-112-11-P-014A,11,Miscellaneous,11-P-14A Aligement couppling to be do,general,CDU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,10000593801,E2,9800-142-14-P-009A,14,Miscellaneous,14P-9 B/S (SOUTH) SIDE CLEANING TO DO,general,DCU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,10000593779,E2,9800-210-26,26,Miscellaneous,HOT OIL AREA CBD BLINDING,general,XYLMECH,Mechanical,NOPR ORAS,-,0,16,0
2024-12-24,10000593852,E2,9800-142-14-R-002,14,Miscellaneous,R-02 SIDE (V-08) B/S CLEANING TO BE DONE,general,DCU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,10000593780,E2,9800-112-59-P-201B,59,Miscellaneous,59-P-201B couppling to do,general,CDU2MECH,Mechanical,NOPR ORAS,2,0,16,0
2024-12-24,10000593781,E2,9800-115-101-LT-6302,101,Miscellaneous,101LV6302 (C8 reboiler condensate) dropp,general,FCCMECH,Mechanical,NOPR ORAS,1,0,16,0
2024-12-24,121948061,J2,9030-0015-PIPING,PIPING,Mechanical Equipment,fgs-2 fire and stem hose conn,general,MEMSQ,Miscellaneous,NOPR NOPT,-,0,16,0
2024-12-24,140764052,B2,9020-801-V-01,V,Miscellaneous,801 magneticfilter inlet I/V revisoning,general,MEMSQ,Miscellaneous,NOPR ORAS,1,0,16,0
2024-12-24,121948199,J2,9030-0025-LIGHTING,LIGHTING,Miscellaneous,ct#vasu chamical all pump supply to be c,general,ELCGP,Electrical,NOPR ORAS,1,0,16,0
2024-12-24,10000593639,E3,9800-115-102,102,Miscellaneous,Dummy order for bill payment,general,PRIMINST,Instrumentation,NOPR ORAS,-,0,16,0
2024-12-24,112770064,P2,9065-41-ME-2401A,ME,Miscellaneous,ME-2401A Replacement to be done,general,HDPE-M,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,402274220,T2,3241-NBT-PMCR-1,PMCR,Miscellaneous,UPS installation & allied work,general,MNT,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,402274221,T2,3241-BTR-TKFA-1,TKFA,Miscellaneous,Tank no 5/6/7 DBBV area PCC work,general,MNT,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,402274222,T2,3241-NBT-ADMB-1,ADMB,Miscellaneous,Kyocera toner 1150/1168,general,MNT,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,402274223,T2,3241-BTR-EPIT-1,EPIT,Miscellaneous,Earthpit repairs works,general,MNT,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,402274224,T2,3241-BTR-TKGW-1,TKGW,Miscellaneous,Maintenance of railway siding track,maintenance,MNT,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,161772420,H2,9040-047-P-103A,P,Miscellaneous,F/L 23 Mejor problem need to rectify,"repair, damage",MEGARAGE,Miscellaneous,NOPR ORAS,1,0,16,0
2024-12-24,121948200,J2,9030-0731-PIPING,PIPING,Mechanical Equipment,Lubeoil320&68 drum kept on positionVBU,general,MEGRE,Miscellaneous,NOPT OSNO,1,0,16,0
2024-12-24,121948030,J2,9030-EHTS,,Miscellaneous,1st RA for EHT Job WO:29793674,general,ELACPM,Electrical,NOPR ORAS,4,0,16,0
2024-12-24,121948180,J2,9030-1010-PA-21B,PA,Miscellaneous,Antifoam drum shift & unloading,general,MEAU5,Miscellaneous,NOPR,-,2,14,1
2024-12-24,112770101,P2,9065-52,,Miscellaneous,All HRSG's logic mod for suppl trip on G,general,CPP-I,Miscellaneous,OSNO,1,0,16,0
2024-12-24,121948201,J2,9030-2117-PIPING,PIPING,Mechanical Equipment,Material issue for NB cooling Tower,damage,MEVGODHT,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,140764064,B2,9020-903-V-82,V,Miscellaneous,903-V-82 DRAIN LINE SIZE TO BE INCREASED,general,MECCRU,Miscellaneous,NOPR ORAS,-,2,14,1
2024-12-24,112770103,P2,9060-08-FF-00-202,FF,Miscellaneous,Pilot valve jammed /B no 07,general,CRU-M,Miscellaneous,OSNO,-,0,16,0
2024-12-24,112770122,P2,9065-41-EE-6103E,EE,Miscellaneous,E6103E cleaning to be done,general,HDPE-M,Miscellaneous,NOPR ORAS,-,0,16,0
2024-12-24,121948227,J2,9030-0005-PIPING,PIPING,Mechanical Equipment,P-11B to E-106 C/D I/V bonnet to be rep,general,MEAU5,Miscellaneous,NOPR,-,2,14,1
2024-12-24,112770163,P2,9065-21-PA-CF-2301A,PA,Miscellaneous,P-2301A DEBLINDING,general,PP-M,Miscellaneous,NOPR ORAS,-,2,14,1
2024-12-24,101150062,M2,9050-007-MISC,MISC,Miscellaneous,New units Cont. emge. light 2 b mark,general,ELECHCU,Electrical,NOPR ORAS,1,1,15,1
2024-12-24,121948241,J2,9030-0014-FALL-0702,FALL,Miscellaneous,14FV0702 gland leak tba,damage,ITMSQ,IT,NOPR,-,2,14,1
